,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,inhambane,11.2833,-15.8333,25.39,65,46,4.81,GW,1619762146
373,nizhneyansk,29.5522,-98.2697,20.56,88,90,6.17,US,1619761982
374,zhaotong,32.5667,75.1167,37.44,14,74,1.28,IN,1619762146
375,aflu,30.4833,-115.95,16.76,79,0,2.99,MX,1619762147
376,mbini,59.7035,30.7861,6.11,49,0,4,RU,1619762147
377,cabo san lucas,70.8578,29.0864,-2,80,75,12.86,NO,1619762148
378,yunjinghong,42.1584,-72.3287,11,93,90,3.09,US,1619762027
379,lagoa,49.4212,130.0842,16.93,23,74,3.68,RU,1619762148
380,nyurba,42.6,-84.3833,10,81,90,5.14,US,1619762149
381,nador,4.8517,31.5825,24.69,73,100,1.54,SS,1619762149
382,kungurtug,-8.9266,125.4092,20.98,74,51,1.19,TL,1619762150
383,ampanihy,6.5047,4.7839,24.58,94,100,0.63,NG,1619762150
384,nanakuli,51.0211,-3.1047,2.22,90,53,1.45,GB,1619762151
385,tombouctou,18.7333,-103.6833,22.18,90,34,0.94,MX,1619762151
386,pascagoula,6.6221,73.07,28.61,74,99,2.66,MV,1619762152
387,chakrata,13.2167,-59.5167,26,65,40,6.17,BB,1619762152
388,akyab,-41.8697,-73.8203,13.33,100,90,5.66,CL,1619762152
389,la ronge,53.8251,-101.2541,-3,63,1,1.54,CA,1619762153
390,lincoln,-8.7833,36.35,23.78,89,100,0.45,TZ,1619762153
391,sitka,7.0419,134.2556,29,79,90,4.63,PW,1619762154
392,necochea,-15.7167,46.3167,28,69,20,3.6,MG,1619762154
393,zhigansk,8.0777,22.4007,23.72,73,96,3.21,CF,1619762155
394,aitape,15.8036,-91.3158,19,77,90,0.66,GT,1619762155
395,coihaique,-0.1303,-67.0892,20.6,99,93,0.51,BR,1619762124
396,lompoc,-7.0767,-36.0611,18.94,97,99,3.56,BR,1619762156
397,contamana,-23.0731,-52.4653,14.97,73,0,6.09,BR,1619762156
398,muzaffarabad,48.6499,-53.1147,4,87,100,2.57,CA,1619762157
399,jinchang,8.1333,-5.1,23.53,91,79,1.87,CI,1619762157
400,anshun,14.9951,-2.9517,30.43,25,72,3.32,ML,1619762158
401,ginda,37.15,122.3833,11.55,45,61,6.85,CN,1619762158
402,gizo,59.6425,-151.5483,6.67,81,20,3.6,US,1619762159
403,trelew,22.4833,92.9667,35.28,28,9,3.44,IN,1619762159
404,simpsonville,62.7084,56.1964,5.05,33,54,3.27,RU,1619762160
405,mount isa,9.05,13.7333,29.4,41,90,1.49,CM,1619762160
406,akcakoca,15.1718,44.3244,16.06,59,74,2.22,YE,1619762160
407,yulara,22.8333,104.9833,30.93,54,96,1.67,VN,1619762161
408,karkaralinsk,51.4111,86.005,11.16,95,100,2.4,RU,1619762161
409,luderitz,37.7167,-25.4333,13,88,75,2.06,PT,1619762162
410,prince rupert,45.4375,40.5756,14.79,82,83,4.86,RU,1619762162
411,bubaque,38.8403,-97.6114,13,50,1,2.06,US,1619762145
412,schertz,-8.345,113.6058,29.42,72,43,3.54,ID,1619762163
413,samba,-20.05,48.1167,23.22,79,53,0.56,MG,1619762163
414,san quintin,59.9642,40.1912,3.04,86,83,2.35,RU,1619762164
415,nikolskoye,40.5719,9.6922,15.56,85,84,1.2,IT,1619762164
416,berlevag,57.79,-152.4072,6,81,1,2.06,US,1619761955
417,palmer,42.975,144.3747,5,81,75,11.83,JP,1619762165
418,arkhara,2.7739,27.616,20.03,95,99,1.72,CD,1619762165
419,ingham,-16.7,-151.0167,27.36,71,88,0.59,PF,1619762166
420,juba,-10.4544,161.9205,27.62,79,27,4.34,SB,1619762167
421,yomitan,-22.2763,166.4572,26.11,53,0,7.72,NC,1619762167
422,airai,36.1867,-94.1288,13,71,1,2.03,US,1619762167
423,okitipupa,26.2833,94.8333,31.9,24,99,1.72,IN,1619762168
424,taunton,46.1969,-59.957,3.89,100,75,1.54,CA,1619761976
425,coahuayana,-10.0667,38.9333,24.3,85,98,1.56,TZ,1619762169
426,kulhudhuffushi,24.1447,67.4497,30.8,61,8,7.65,PK,1619762169
427,bathsheba,-3.5403,118.9707,29.4,69,27,1.61,ID,1619762006
428,ancud,43.3236,145.575,6,100,75,7.2,JP,1619762170
429,the pas,-19.9842,57.6142,27.78,80,13,3.13,MU,1619762171
430,mtimbira,-6.4167,20.8,23.18,91,96,0.23,CD,1619762171
431,kloulklubed,-4.8378,-80.6456,22.99,67,46,3.1,PE,1619762171
432,mahajanga,39.8885,4.2658,15,94,40,2.57,ES,1619762172
433,ouadda,34.257,-85.1647,22,78,90,3.6,US,1619762172
434,mrirt,56.4857,66.9241,10.59,49,20,6.85,RU,1619762173
435,barillas,31.7765,111.8386,34.01,24,35,3.14,CN,1619762174
436,sao gabriel da cachoeira,64.75,177.4833,-4,80,0,4,RU,1619762174
437,pocinhos,-28.2086,-51.5258,8.75,95,0,1.85,BR,1619762174
438,paranavai,42.7762,-9.0603,4.44,95,8,3.15,ES,1619762175
439,bonavista,2.5345,34.6666,23.08,59,54,1.25,UG,1619762175
440,katiola,35.5281,-108.7426,10,27,1,2.57,US,1619762176
441,douentza,42.2431,-84.753,8.89,81,1,5.14,US,1619762176
442,yatou,-37.8811,147.981,17.78,77,7,1.79,AU,1619762177
443,homer,-20.2333,164.0167,25.38,57,90,6.53,NC,1619762177
444,saiha,42.0623,126.9127,10.01,59,89,4.2,CN,1619762178
445,troitsko-pechorsk,-23.9931,-46.2564,20.56,26,82,4.77,BR,1619762178
446,lagdo,61.9247,63.0231,0.43,91,100,5,RU,1619762179
447,sayyan,-17.4053,-70.365,14.44,49,0,0.13,PE,1619762179
448,ha giang,54.0359,19.0266,8.33,100,57,4.84,PL,1619762180
449,chemal,-19.55,169.2667,24.66,74,88,7.89,VU,1619762180
450,vila franca do campo,-6.4167,-76.5333,16.9,99,39,1.03,PE,1619762181
451,kropotkin,48.6814,71.6433,14.28,52,100,7.9,KZ,1619762181
452,salina,6.1241,81.1185,32,74,40,1.54,LK,1619762182
453,ambulu,-1.2675,116.8289,29.79,65,66,2.33,ID,1619762182
454,marolambo,37.5833,44.1667,12,71,40,2.57,TR,1619762072
455,kharovsk,39.889,-0.085,14.44,87,89,3.43,ES,1619762183
456,siniscola,-29.9533,-71.3436,13,88,90,2.57,CL,1619761996
457,kodiak,5.037,120.1027,29.45,67,24,2.39,PH,1619762183
458,kushiro,42.9472,72.7644,27.77,29,3,7.06,KZ,1619762184
459,isiro,20.7,-105.2,25,81,33,0.67,MX,1619762184
460,fare,-29.4667,149.85,25,31,26,3.6,AU,1619762185
461,marcona,63.4427,-20.2734,6.03,75,97,2.79,IS,1619762185
462,kirakira,-15.7667,128.7333,35,23,0,2.57,AU,1619762186
463,noumea,15.6175,-13.3303,28.24,25,9,6.39,SN,1619762186
464,springdale,43.2039,140.7703,8,81,75,11.32,JP,1619762186
465,tuensang,-35.1667,173.1667,15.56,81,20,3.37,NZ,1619762187
466,glace bay,7.4167,81.8167,30.93,61,67,2.8,LK,1619762188
467,ruangwa,18.451,-78.1736,24,83,20,0.51,JM,1619762188
468,keti bandar,-1.6,103.6167,27.56,86,99,0.89,ID,1619762188
469,majene,-33.3667,116.15,16.11,61,26,1.79,AU,1619762189
470,bokspits,-0.4139,-65.0192,21.65,99,90,0.98,BR,1619762189
471,tungkang,3.7667,12.25,20.72,89,100,0.27,CM,1619762190
472,nemuro,-7.5061,-63.0208,22.67,98,100,0.56,BR,1619762190
473,cap malheureux,-28.5708,-70.7581,12.78,85,1,0.76,CL,1619762191
474,tshikapa,38.7333,-27.0667,14,88,40,2.62,PT,1619762044
475,querecotillo,16.4667,107.6,29,70,40,4.12,VN,1619762191
476,mahon,-3.7703,-70.3831,23,100,75,0.6,CO,1619762192
477,rome,9.1769,105.15,34.37,43,82,5.62,VN,1619762192
478,novaya zaimka,50.9276,84.761,9.78,86,100,2.83,RU,1619762193
479,tabiauea,27.2696,31.1511,22,35,0,3.09,EG,1619762193
480,nanzhang,46.6311,37.8039,12.78,100,28,6.26,RU,1619762193
481,anadyr,38.421,-121.4238,18.89,45,1,3.09,US,1619762194
482,lagoa vermelha,50.6977,103.4656,9.39,44,95,2.56,RU,1619762194
483,muros,44.0501,-81.1164,7.78,87,95,3.09,CA,1619762195
484,moroto,49.8425,36.5477,12,58,0,4,UA,1619762195
485,gallup,17.65,83.2667,32,66,40,3.09,IN,1619762196
486,albion,-32.8167,-56.5167,10.83,78,0,3.34,UY,1619762196
487,lakes entrance,37.6922,-97.3375,15,47,1,3.09,US,1619761982
488,poum,-22.6667,167.4833,23.85,57,97,8.96,NC,1619762197
489,wangou,18.3851,42.4509,19,63,0,4.12,SA,1619762198
490,guaruja,-9.1667,-60.6333,21.65,97,100,1.05,BR,1619762198
491,agirish,49.7834,-74.8492,6,65,75,3.09,CA,1619762198
492,sofiysk,-28.65,153.6167,20,88,75,3.6,AU,1619762199
493,totoral,29.0331,21.5482,28.9,14,0,4.84,LY,1619762199
494,marienburg,-14.8417,-39.9867,20.41,92,79,2.17,BR,1619762200
495,isangel,0.8,127.4,29.54,66,84,2.4,ID,1619762200
496,lamas,-24.0944,25.0298,17.29,73,44,3.76,BW,1619762201
497,atasu,62.7167,147.95,0.97,84,99,0.66,RU,1619762201
498,hambantota,40.973,-117.7357,12,35,1,3.09,US,1619762201
499,balikpapan,48.5167,35.8667,13,67,0,3,UA,1619762202
500,hakkari,37.1041,-113.5841,23.33,18,1,2.06,US,1619762202
501,burriana,54.1169,-112.4686,8,61,100,4.12,CA,1619762203
502,coquimbo,59.6206,30.39,6.11,49,0,4,RU,1619762203
503,lookan,45.0205,-93.218,14,41,1,5.14,US,1619762204
504,lugovoy,63.7553,121.6247,2.46,72,98,2.6,RU,1619762204
505,ixtapa,54.5163,-128.6035,8,93,90,6.17,CA,1619762204
506,moree,-32.3214,-58.0756,13.89,85,0,0.45,UY,1619762205
507,vestmannaeyjar,-20.3297,-40.2925,22,73,0,4.12,BR,1619762205
508,kununurra,-12.1167,-77.05,18.33,88,0,3.6,PE,1619762206
509,matam,38.8876,-76.5119,19.44,94,99,6.98,US,1619762206
510,yoichi,-32.7333,151.8667,21.67,68,19,5.14,AU,1619762207
511,ahipara,54.007,15.9875,6.67,100,71,2.66,PL,1619762207
512,dolbeau,-20.9373,55.2919,27.78,83,75,8.23,RE,1619762208
513,kalmunai,65.5833,-171,-5.27,83,33,2.06,RU,1619762208
514,lucea,-2.5908,-51.9542,22.84,95,100,0.43,BR,1619762208
515,jambi,-9.0763,143.2092,27.99,73,47,5.06,PG,1619762209
516,collie,-2.5744,150.7967,29.19,69,39,3.89,PG,1619762209
517,santa isabel do rio negro,32.5,62.5,29.37,17,79,2.19,AF,1619762210
518,akonolinga,-12.1688,26.3894,19.08,84,87,2.74,ZM,1619762210
519,humaita,2.8197,-60.6733,25,88,75,2.57,BR,1619762171
520,vallenar,28.3667,129.4833,25,61,0,3.6,JP,1619762211
521,praia da vitoria,65.3718,58.0387,2.62,43,82,2.2,RU,1619762211
522,hue,46.8083,-100.7837,8.33,57,1,2.57,US,1619762146
523,puerto narino,-1.9833,32.9167,23.04,71,80,5.19,TZ,1619762212
524,ca mau,14.8888,5.2692,27.76,10,5,2.32,NE,1619762212
525,ust-kan,8.0586,-6.1897,23.17,91,84,2.11,CI,1619762213
526,abnub,51.8,68.3333,12.52,34,12,4.05,KZ,1619762214
527,dolzhanskaya,60.6745,17.1417,6.67,42,5,1.79,SE,1619762215
528,laguna,51.0239,45.6969,11.45,50,64,3.01,RU,1619762215
529,bayangol,37.3191,-8.8033,10.52,80,100,2.59,PT,1619762215
530,mildmay,32.7593,-97.7972,17.78,94,84,2.24,US,1619762216
531,novopokrovka,51.1801,71.446,13,26,0,4,KZ,1619762216
532,yarada,-36.6167,-71.8333,12.78,100,75,1.54,CL,1619762059
533,paso de los toros,31.3525,27.2453,19,82,0,3.09,EG,1619762217
534,wichita,11.0333,-63.8628,18,100,100,2.57,VE,1619762218
535,geresk,42.8,93.45,30.23,8,2,4.38,CN,1619762218
536,vao,-21.6403,-41.0511,19.05,87,56,5.56,BR,1619762219
537,faya,39.1834,-84.5333,12,87,1,1.54,US,1619762078
538,aripuana,42.0304,-8.1588,6.11,91,11,1.34,PT,1619762219
539,chapais,4.7059,-74.2302,12,94,75,1.03,CO,1619762220
540,byron bay,27.9167,96.1667,39.29,16,56,2.47,IN,1619762220
541,jalu,-0.8667,134.0833,27.27,78,100,2.74,ID,1619762221
542,ibicui,61.1531,41.343,4.47,61,86,2.67,RU,1619762221
543,ternate,-2.9248,-39.9167,24.01,89,100,2.83,BR,1619762222
544,letlhakeng,20.1333,84.3833,36.74,17,0,3.29,IN,1619762222
545,kholodnyy,18.8003,110.3967,27.61,73,64,2.53,CN,1619762223
546,winnemucca,14.2,24.6667,25.3,36,13,2.92,SD,1619762223
547,pavlohrad,44.9444,-93.0933,15,41,1,6.69,US,1619762224
548,saint george,,,,,,,,
549,smoky lake,,,,,,,,
550,kommunar,,,,,,,,
551,saint anthony,,,,,,,,
552,vilyuysk,,,,,,,,
553,terrace,,,,,,,,
554,paysandu,,,,,,,,
555,vila velha,,,,,,,,
556,san isidro,,,,,,,,
557,mayo,,,,,,,,
558,medowie,,,,,,,,
559,bialogard,,,,,,,,
560,le port,,,,,,,,
561,lavrentiya,,,,,,,,
562,senador jose porfirio,,,,,,,,
563,daru,,,,,,,,
564,kavieng,,,,,,,,
565,farah,,,,,,,,
566,solwezi,,,,,,,,
567,boa vista,,,,,,,,
568,naze,,,,,,,,
569,synya,,,,,,,,
570,bismarck,,,,,,,,
571,muriti,,,,,,,,
572,tahoua,,,,,,,,
573,mankono,,,,,,,,
574,atbasar,,,,,,,,
575,gavle,,,,,,,,
576,krasnoarmeysk,,,,,,,,
577,aljezur,,,,,,,,
578,weatherford,,,,,,,,
579,astana,,,,,,,,
580,tabarqah,,,,,,,,
581,kuche,,,,,,,,
582,coihueco,,,,,,,,
583,marsa matruh,,,,,,,,
584,la asuncion,,,,,,,,
585,hami,,,,,,,,
586,sao joao da barra,,,,,,,,
587,hamilton,,,,,,,,
588,vila,,,,,,,,
589,mosquera,,,,,,,,
590,tezu,,,,,,,,
591,manokwari,,,,,,,,
592,ust-shonosha,,,,,,,,
593,bur gabo,,,,,,,,
594,itarema,,,,,,,,
595,udayagiri,,,,,,,,
596,wanning,,,,,,,,
597,kutum,,,,,,,,
598,saint paul,,,,,,,,
